Pickup_Datetime,Total_amount	
2013-07-15 15,337550.47000000038
2013-07-24 16,295504.68000000011
2013-05-22 19,473096.41000000079
2013-08-26 23,250060.5499999999
2013-05-14 22,424069.51999999967
2013-01-22 18,465358.80999999936
2013-02-18 15,338912.46999999968
2013-06-02 20,308997.18000000081
2013-04-14 15,383546.51000000047
2013-12-01 20,310983.58999999991
2013-06-14 20,417105.77000000014
2013-02-22 17,395726.11
2013-12-19 7,322511.97999999986
2013-06-06 10,351055.15999999963
2013-06-08 13,354059.17999999982
2013-06-27 10,359781.17999999993
2013-04-08 20,401470.58999999979
2013-07-22 19,410682.71999999939
2013-01-20 18,341881.51000000007
2013-07-20 12,302479.69000000029
2013-02-12 6,169462.35000000018
2013-03-31 15,335439.95
2013-09-16 13,325890.35999999975
2013-10-15 6,170136.08999999988
2013-10-14 11,291237.00999999966
2013-07-23 6,169007.39999999976
2013-10-28 11,304156.64999999991
2013-05-23 6,205690.79999999984
2013-06-14 8,375853.36000000022
2013-06-21 12,348630.49999999942
2013-07-28 16,286386.66999999969
2013-04-02 9,366892.91999999969
2013-08-14 6,157784.28999999986
2013-01-20 17,313084.92000000016
2013-08-07 14,345810.49
2013-12-03 14,382878.98999999993
2013-02-05 10,326735.49
2013-03-02 13,367853.61999999941
2013-11-29 9,147183.90999999983
2013-06-30 9,180269.87999999992
2013-05-04 12,347087.98000000039
2013-10-25 1,208539.09000000029
2013-02-05 3,32234.629999999972
2013-06-22 22,386876.99000000022
2013-05-25 21,324749.24999999994
2013-04-05 2,137940.38000000009
2013-06-27 2,108471.41999999993
2013-09-28 0,468320.14000000042
2013-01-22 3,31098.689999999991
2013-03-17 21,326144.69000000012
2013-03-31 1,366579.70000000077
2013-01-18 1,174818.64000000007
2013-02-02 3,248553.14000000039
2013-03-25 1,108345.3400000001
2013-05-09 1,172130.11999999976
2013-02-15 12,338484.78999999975
2013-08-28 6,143783.55999999997
2013-12-18 19,462658.93000000052
2013-07-03 15,317776.75
2013-12-13 8,401884.17999999976
