date_hour,total
2014-01-19 10,215722.2999999999
2014-06-15 13,311072.55999999959
2014-09-03 13,337515.05999999953
2014-07-13 14,388969.29999999976
2014-10-04 13,284764.23999999953
2014-03-16 11,307550.07000000018
2014-04-30 12,401006.28
2014-07-26 6,109176.69999999997
2014-06-03 7,312671.3
2014-06-23 11,294920.18000000034
2014-07-15 8,351172.94999999931
2014-09-21 1,397030.40000000008
2014-12-31 0,227550.91999999998
2014-08-31 23,268815.92000000039
2014-07-27 0,397589.45999999996
2014-03-20 22,504854.15999999968
2014-06-09 22,371272.11999999976
2014-12-01 4,58095.310000000107
2014-07-02 22,366837.05999999988
2014-09-06 20,378532.03000000009
2014-01-10 10,323350.57999999961
2014-01-01 0,455845.90000000061
2014-01-04 0,270162.28999999986
2014-06-27 22,451519.63999999984
2014-03-25 3,37625.230000000025
2014-07-04 5,85987.580000000147
2014-03-23 22,317027.32999999973
2014-03-08 3,239098.50999999957
2014-06-01 22,304202.18000000034
2014-07-08 18,417053.62
2014-07-21 19,378504.54000000033
2014-08-25 17,313894.19999999995
2014-11-21 19,481115.50999999995
2014-01-16 17,359802.88999999943
2014-11-25 19,400695.89999999967
2014-01-18 8,140052.1700000001
2014-09-16 12,331354.03000000038
2014-03-03 16,309082.81000000006
2014-05-16 18,450050.84000000067
2014-03-06 17,403689.42999999935
2014-12-18 20,467057.03999999963
2014-06-21 20,343110.98000000039
2014-08-03 1,353474.50999999966
2014-02-21 22,459135.70000000024
2014-12-09 21,433698.84000000037
2014-07-09 23,391839.78000000014
2014-06-29 1,377153.84000000008
2014-07-28 6,173224.37999999998
2014-07-01 18,431155.76000000013
2014-07-25 19,430572.26000000071
2014-05-08 14,415413.68999999948
2014-11-18 7,320681.15999999974
2014-12-18 0,333961.0
2014-09-04 2,87507.750000000058
2014-09-09 21,442004.24999999965
2014-02-03 11,251980.01000000007
2014-08-30 10,208533.32000000015
2014-05-09 9,376782.50999999949
2014-12-14 13,373965.69999999955
2014-05-28 8,383685.4299999997
2014-12-28 16,289674.94999999972
2014-08-31 18,281676.70999999961
2014-04-06 15,377063.28000000044
2014-06-04 7,321199.07000000007
2014-02-26 7,319325.51999999949
2014-03-13 8,411982.63999999955
2014-01-25 12,317494.9
2014-10-03 11,330439.61000000051
2014-02-06 10,353463.79999999964
2014-11-12 13,343452.31999999983
2014-01-01 8,105652.27000000005
2014-08-31 17,283119.48000000004
2014-02-01 21,411196.67000000057
2014-06-20 5,115092.45000000003
2014-06-18 2,79384.930000000022
2014-03-28 21,466960.10000000033
2014-01-31 1,203699.72000000018
2014-08-14 8,335265.88999999984
2014-04-20 1,341846.92000000027
2014-01-19 22,329697.29000000021
2014-07-04 0,281921.59000000008
2014-03-07 2,129610.11999999998
2014-04-10 2,80299.19
2014-02-20 4,60902.910000000084
2014-03-20 16,306720.43
2014-12-16 18,401323.32000000024
2014-06-17 17,358151.0
2014-11-19 22,456583.42999999918
2014-09-02 20,372539.15000000026
2014-10-04 15,275788.82
2014-02-27 1,126833.74999999999
2014-12-26 11,185463.95999999996
2014-07-03 15,331431.49000000028
2014-02-13 20,305346.07
2014-08-29 0,284145.08999999997
2014-03-24 11,297899.48999999987
2014-03-11 2,60209.440000000119
2014-07-04 23,287044.49999999977
2014-10-13 19,370477.27000000043
2014-04-11 4,91286.160000000149
2014-08-22 23,412053.24000000057
2014-01-08 9,356024.26999999996
2014-10-25 7,143903.73999999985
2014-05-04 11,329801.59999999986
2014-08-10 12,275587.97000000003
2014-06-10 11,340155.38999999984
2014-01-05 14,320262.2000000003
2014-08-28 15,329434.5299999998
2014-06-29 14,331430.03
2014-09-07 16,353369.26
2014-10-29 12,327128.72999999981
2014-09-23 12,306836.47000000055
2014-01-04 8,123889.96999999997
2014-06-10 8,363994.58999999956
2014-12-06 13,381879.06999999989
2014-09-03 11,328554.07000000018
2014-06-30 20,328070.19999999984
2014-06-28 0,445203.14000000036
2014-08-13 0,226340.82999999984
2014-07-25 2,150247.31
2014-01-13 8,358146.12000000034
2014-03-23 11,309131.34000000008
2014-03-18 16,298846.36000000004
2014-05-14 21,480579.76000000065
2014-09-28 2,332744.42000000004
2014-07-22 23,351306.46999999986
2014-04-25 3,95990.680000000139
2014-04-01 7,310104.65000000037
2014-08-03 11,249591.18000000002
2014-09-20 4,162852.72999999966
2014-08-03 0,381019.6100000001
2014-05-09 11,382578.09000000026
2014-12-02 4,50190.290000000117
2014-08-20 15,315306.80000000005
2014-05-24 16,274443.6599999998
2014-08-14 15,338759.89999999979
2014-12-31 6,99739.040000000125
2014-03-24 21,398377.51
2014-11-04 3,40445.46
2014-03-27 23,438676.43000000081
2014-04-07 5,100398.63000000028
2014-01-30 22,492396.64999999997
2014-06-08 4,182889.43999999959
2014-07-20 20,286952.47
2014-11-30 4,146305.89000000007
2014-06-05 16,312945.76000000018
2014-02-15 4,173284.22
2014-10-26 1,402265.08000000031
2014-11-17 0,144616.40999999989
2014-02-17 6,105797.24000000002
2014-12-28 8,110444.7300000001
2014-11-06 15,346006.1799999997
2014-04-16 6,178777.44999999963
2014-12-07 6,95509.460000000268
2014-12-01 22,367085.59999999951
2014-03-18 3,58322.190000000039
2014-12-17 5,90643.280000000072
2014-04-07 2,59161.710000000057
2014-08-06 21,440880.94000000035
2014-02-11 3,38325.270000000004
2014-01-24 6,183331.21000000017
2014-07-14 11,283997.1700000001
2014-07-28 16,270488.71000000008
2014-12-03 1,113647.02999999998
2014-03-10 10,317647.84999999969
2014-07-11 15,333147.04999999958
2014-06-24 0,189045.00999999972
2014-09-16 19,448446.2100000002
2014-12-27 13,268669.85999999952
2014-09-13 6,106479.88000000006
2014-04-15 5,81599.810000000216
2014-03-04 2,53233.880000000063
2014-02-07 4,83360.260000000228
2014-09-04 4,56774.260000000068
2014-08-04 2,57190.220000000088
2014-02-26 3,46105.119999999988
2014-06-19 5,99270.960000000021
2014-09-10 3,60773.259999999995
2014-09-03 3,41627.159999999996
2014-01-13 3,42085.130000000012
2014-01-08 3,40615.280000000072
2014-09-14 5,90807.360000000059
2014-03-31 3,44086.830000000089
2014-09-28 6,108163.2000000001
2014-10-06 4,56821.61000000011
2014-03-03 2,51920.11000000003
2014-06-23 3,49987.340000000069
2014-05-19 4,62968.650000000111
2014-04-16 5,81537.860000000059
2014-04-28 4,61946.180000000066
2014-09-30 13,321709.96000000031
2014-09-16 7,328248.20000000019
2014-06-21 18,356571.67
2014-03-18 7,293715.70999999996
2014-11-16 19,321300.00999999995
2014-07-07 12,263925.9599999999
2014-01-21 7,329377.62000000011
2014-10-17 21,461686.11000000022
2014-02-16 20,310988.88999999978
2014-12-17 22,477297.47000000026
2014-08-13 1,134878.56000000006
2014-01-25 0,431398.92999999988
2014-06-01 5,101494.66000000016
2014-12-19 23,482115.77000000014
2014-03-12 2,78731.740000000078
2014-02-25 16,298147.08000000048
2014-05-08 21,500196.85000000097
2014-06-06 18,444685.14999999927
2014-03-26 5,86322.300000000047
2014-10-24 10,347811.21000000008
2014-10-02 13,354943.48000000056
2014-01-19 0,441758.91
2014-05-02 23,512479.26999999984
2014-09-03 23,323606.70999999967
2014-03-24 3,43059.260000000038
2014-11-15 1,371435.11000000004
2014-10-16 14,391135.43000000017
2014-07-18 2,148092.4399999998
2014-04-01 15,327804.33000000037
2014-05-14 13,386145.05999999982
2014-01-11 17,345295.29999999993
2014-10-04 11,275766.6399999999
2014-10-19 10,275112.58999999985
2014-04-16 10,343629.08000000007
2014-09-02 7,299296.78999999951
2014-06-29 12,295267.47000000003
2014-02-07 11,346607.23000000039
2014-07-26 12,282392.87000000058
2014-02-08 18,428976.420000001
2014-10-14 23,300104.64
2014-03-26 23,398825.14999999997
2014-06-01 4,180588.46
2014-11-11 21,416014.10999999952
2014-09-03 21,424701.06
2014-06-14 22,411994.92000000045
2014-12-30 16,293701.48999999976
2014-12-31 14,296967.23999999964
2014-02-16 23,297319.9800000001
2014-05-22 17,348744.91000000061
2014-09-21 17,323737.65999999945
2014-12-04 16,307750.75000000052
2014-11-15 2,313193.73999999987
2014-03-24 14,327179.44
2014-01-07 9,345830.110000001
2014-09-03 8,357831.87000000017
2014-10-07 4,46665.520000000091
2014-08-26 20,363523.86999999982
2014-11-28 19,327298.24000000028
2014-12-23 7,216545.82999999961
2014-06-23 1,103378.52000000012
2014-06-21 1,387310.08000000031
2014-09-28 11,309273.95999999996
2014-10-18 13,349455.8500000005
2014-09-13 14,368509.96999999991
2014-04-23 11,362975.1100000001
2014-05-31 14,370222.87999999995
2014-02-25 12,310675.21999999962
2014-10-06 11,298269.08999999997
2014-07-19 12,275275.29999999981
2014-04-06 14,394537.33000000066
2014-12-13 9,233213.61999999973
2014-04-07 7,317808.9200000001
2014-03-24 13,301383.97
2014-06-26 6,192180.54999999967
2014-09-21 12,349582.57000000065
2014-01-16 11,306096.06999999977
2014-10-21 11,321894.96000000008
2014-03-07 8,400617.40999999986
2014-03-20 8,384442.03
2014-10-04 6,89397.090000000084
2014-02-16 8,116649.22999999995
2014-03-14 14,396040.65000000026
2014-12-06 15,372353.23999999987
2014-06-20 7,289115.96999999962
2014-01-04 10,217025.95999999988
2014-01-22 12,278749.74999999948
2014-02-01 20,400910.09000000032
2014-12-29 5,68808.020000000179
2014-08-25 3,42243.149999999972
2014-05-02 20,478718.50000000029
2014-02-28 21,486557.15000000043
2014-02-07 23,488101.12000000023
2014-05-25 1,288696.70000000013
2014-04-21 21,373059.14000000048
2014-12-12 2,183268.65999999995
2014-11-12 1,104388.06999999996
2014-02-16 0,410769.47000000003
2014-06-20 22,453968.50000000012
2014-02-17 20,310435.41999999981
2014-11-24 20,339839.06
2014-02-22 22,440796.91999999952
2014-11-08 0,442526.66000000125
2014-03-01 3,249170.34999999977
2014-10-29 23,369594.13999999984
2014-11-13 8,372643.06000000011
2014-12-08 11,320777.16999999969
2014-02-12 13,360196.4200000001
2014-11-04 10,298310.46999999962
2014-02-07 20,468553.41999999981
2014-04-18 23,440798.17000000016
2014-04-09 22,467261.75999999989
2014-01-15 22,404367.19000000018
2014-12-13 1,408288.89000000019
2014-11-10 22,352740.03
2014-07-31 10,314330.12999999995
2014-10-15 19,456874.21999999986
2014-09-10 16,311703.3799999996
2014-06-09 18,443129.8000000008
2014-01-22 10,244679.9100000005
2014-02-05 13,256744.22000000038
2014-09-02 17,338823.19000000058
2014-12-09 19,412800.64999999979
2014-12-07 14,414295.0199999999
2014-08-25 23,240690.14999999967
2014-02-28 12,352784.99999999994
2014-12-14 10,283436.08999999973
2014-05-23 11,337410.74999999953
2014-07-20 17,327261.4900000004
2014-04-18 11,339561.29999999964
2014-05-01 8,405321.84999999986
2014-03-17 12,283337.88000000012
2014-11-03 10,313449.31000000011
2014-08-27 11,290569.57000000036
2014-02-28 7,330453.81
2014-09-20 11,318575.21000000008
2014-04-02 13,347770.41000000009
2014-04-30 15,350235.83
2014-09-11 13,361271.73999999953
2014-12-23 12,324381.63000000006
2014-11-02 15,349817.32000000024
2014-09-16 0,161227.00999999983
2014-06-12 0,319375.69
2014-03-08 0,461352.43000000011
2014-01-11 23,460382.36000000016
2014-11-30 20,298761.24999999994
2014-10-05 21,309691.02000000048
2014-10-07 5,81656.760000000038
2014-06-14 3,220429.11999999991
2014-05-21 1,145523.4800000001
2014-07-21 23,282164.97999999975
2014-06-21 10,251699.33999999994
2014-05-22 16,275020.27999999991
2014-12-19 17,366193.39999999997
2014-10-30 6,192816.0299999998
2014-09-30 10,306411.2899999998
2014-03-09 22,297606.52999999985
2014-02-22 21,401745.49999999971
2014-03-01 22,459243.09
2014-02-05 20,377030.28999999992
2014-11-15 13,365698.62000000034
2014-11-27 19,191071.23000000019
2014-08-16 18,332502.40999999986
2014-07-30 5,84622.960000000108
2014-07-11 2,137188.56000000011
2014-08-15 16,292538.93999999971
2014-11-26 11,341136.88000000012
2014-12-09 9,360208.05999999982
2014-11-30 9,176187.17999999976
2014-02-13 8,169381.95999999993
2014-04-12 8,183643.82999999984
2014-08-09 9,189035.75000000006
2014-12-08 12,332505.79999999993
2014-01-14 15,335542.56999999977
2014-07-10 15,333380.33000000042
2014-09-21 19,341340.65000000043
2014-05-16 10,359738.66
2014-05-08 11,370579.29000000044
2014-09-03 14,357202.06999999983
2014-06-18 1,131767.67999999991
2014-01-18 20,368220.77000000008
2014-11-16 3,270550.71999999986
2014-09-16 6,172195.13999999961
2014-10-08 19,459626.89000000019
2014-09-05 18,441331.12000000005
2014-11-18 16,296157.48999999958
2014-04-08 5,81952.420000000187
2014-04-25 9,378519.66999999987
2014-01-20 9,220703.51999999979
2014-10-27 10,306340.85999999975
2014-03-15 4,182397.37999999986
2014-08-11 5,100124.04000000004
2014-07-20 10,209187.76999999973
2014-02-23 7,107359.33000000012
2014-03-01 8,173698.51999999996
2014-08-10 18,311607.65
2014-06-10 22,446765.16000000003
2014-03-08 1,387155.05000000022
2014-10-28 3,40846.949999999975
2014-01-08 0,162787.9200000001
2014-09-21 21,322031.20999999979
2014-05-20 3,48648.550000000047
2014-12-13 21,417017.26000000013
2014-04-18 4,109721.71999999997
2014-03-17 1,99950.410000000033
2014-09-24 19,404629.64999999967
2014-12-10 23,418941.6300000003
2014-07-21 1,96092.360000000015
2014-05-24 1,329973.5300000002
2014-05-06 6,179164.24000000014
2014-10-09 0,232674.98999999947
2014-06-15 20,315743.61999999988
2014-06-22 20,358956.20999999996
2014-07-24 12,342617.89000000013
2014-06-21 19,376150.51999999996
2014-07-13 11,259564.42000000007
2014-08-06 2,78477.919999999969
2014-09-12 1,186450.50000000006
2014-06-10 17,374745.42000000062
2014-12-17 10,321547.15
2014-05-30 17,367213.9599999999
2014-11-03 1,72727.76000000014
2014-10-15 0,195956.2399999997
2014-12-30 2,78097.059999999939
2014-09-25 2,79599.429999999847
2014-06-22 16,341975.00999999978
2014-12-27 19,293298.81000000017
2014-10-10 0,322801.97999999946
2014-06-17 1,106309.31999999991
2014-03-27 3,57795.240000000005
2014-04-27 20,332454.50999999989
2014-07-24 0,283221.7199999998
2014-08-21 15,329985.41000000003
2014-10-03 2,130724.17999999993
2014-10-10 16,313862.88999999972
2014-09-12 9,355562.33000000025
2014-02-09 6,89533.860000000364
2014-12-23 4,73166.820000000211
2014-06-09 2,78305.170000000027
2014-07-21 4,63731.530000000144
2014-01-03 11,149509.42999999976
2014-06-14 6,114496.03999999986
2014-10-18 4,164264.32999999961
2014-10-14 2,49648.030000000013
2014-05-21 5,108344.0400000001
2014-10-14 4,50239.880000000077
2014-08-10 8,119599.48999999989
2014-05-13 3,51087.72000000003
2014-08-20 3,53259.520000000077
2014-08-10 6,87684.360000000175
2014-03-24 2,59850.529999999992
2014-02-07 15,352452.99000000034
2014-10-13 12,285070.75999999925
2014-10-10 11,351932.51000000047
2014-10-03 15,351931.95
2014-04-28 7,318727.6999999996
2014-05-07 9,375576.12000000017
2014-03-15 14,362601.76999999979
2014-07-01 8,338614.89999999985
2014-06-08 5,105767.44000000015
2014-11-14 21,467589.83000000037
2014-09-16 23,296821.07999999961
2014-02-02 0,456798.66999999905
2014-01-18 23,449658.91000000044
2014-01-18 21,356240.91
2014-06-18 23,413395.4499999999
2014-01-28 2,52151.210000000021
2014-08-14 21,440478.27000000019
2014-09-04 17,364201.90999999945
2014-11-06 18,441524.91999999975
2014-06-24 18,418808.18999999989
2014-06-21 14,326936.92000000074
2014-06-24 11,326588.53999999992
2014-07-19 0,429546.81000000081
2014-01-18 15,308232.69000000047
2014-12-20 15,353770.43999999965
2014-01-23 12,349762.37000000017
2014-02-02 19,209793.89999999967
2014-12-11 9,378481.81999999995
2014-05-11 3,244776.59999999995
2014-07-29 22,416326.77000000078
2014-08-26 22,343106.50000000029
2014-07-17 0,283731.30000000016
2014-10-26 2,341888.14
2014-05-21 23,409543.69999999972
2014-03-03 20,400490.77000000025
2014-01-17 10,317465.93000000011
2014-11-07 8,371348.45000000036
2014-03-02 13,369358.64999999997
2014-10-26 14,377711.94999999943
2014-11-04 8,324026.92999999982
2014-03-21 15,359746.62
2014-07-18 13,328955.04999999993
2014-09-04 9,358141.35000000027
2014-10-10 8,374939.34999999963
2014-07-06 7,86470.51000000014
2014-07-10 14,353420.50999999995
2014-02-08 14,349378.62999999989
2014-04-12 7,142072.1299999998
2014-12-16 6,173725.90000000002
2014-04-27 19,347131.22
2014-09-05 11,352343.30999999976
2014-01-31 21,470415.85999999958
2014-03-23 4,196897.6999999999
2014-03-08 22,475103.48999999993
2014-12-28 5,83002.120000000185
2014-04-16 19,460592.2899999998
2014-06-18 5,93211.730000000185
2014-03-16 4,206230.92999999988
2014-03-03 23,275048.72999999957
2014-10-22 8,385806.5000000007
2014-12-10 18,412461.62000000069
2014-05-20 16,313569.26999999955
2014-01-13 16,298460.82999999978
2014-04-09 17,382398.25999999995
2014-10-09 19,488656.07999999961
2014-11-21 13,361668.15999999951
2014-03-09 14,400208.90999999974
2014-06-27 16,289635.74000000011
2014-01-27 15,311329.32999999978
2014-08-08 17,342519.36000000057
2014-02-02 3,304544.36000000022
2014-12-04 10,355412.24999999919
2014-07-13 17,303810.80999999976
2014-12-31 21,396186.02000000019
2014-07-24 8,356591.4700000002
2014-07-18 21,398084.2099999999
2014-10-06 17,370523.64000000019
2014-01-01 16,262806.32999999967
2014-06-29 15,320010.48999999987
2014-01-15 10,340138.25
2014-03-15 19,458604.11000000063
2014-06-07 15,337471.93
2014-07-20 13,296089.30000000022
2014-05-28 7,326147.06
2014-08-05 7,263516.33999999968
2014-12-24 11,278439.5900000002
2014-08-18 11,268588.21999999991
2014-09-13 8,177939.63999999981
2014-07-01 13,335185.00000000058
2014-08-28 11,290628.57000000007
2014-11-27 6,127230.28
2014-11-27 11,212786.55000000013
2014-01-12 23,241847.81000000003
2014-06-01 1,398246.71000000014
2014-11-20 0,241740.36999999982
2014-05-01 3,56731.590000000069
2014-12-21 21,265840.99999999971
2014-05-05 20,438146.7500000007
2014-10-24 4,89629.930000000022
2014-03-19 20,446006.81999999972
2014-05-13 2,74136.51999999996
2014-10-08 22,446054.0199999999
2014-08-10 22,279608.65999999963
2014-11-09 20,317554.46000000037
2014-06-02 0,171052.73
2014-06-18 4,60393.44000000009
2014-05-22 19,469331.27000000048
2014-12-15 18,390767.35000000044
2014-05-17 18,415636.2900000005
2014-01-15 14,358494.56
2014-12-17 17,346784.81000000052
2014-10-19 21,327181.89000000007
2014-10-19 2,348210.86999999953
2014-10-08 17,377535.06999999972
2014-11-27 21,228350.33999999976
2014-09-25 18,408465.81999999995
2014-01-16 18,454583.41999999987
2014-05-07 16,318281.33000000025
2014-10-19 13,372400.76999999961
2014-02-19 17,345418.97000000026
2014-04-01 14,341069.49999999983
2014-08-16 21,317520.85000000009
2014-02-06 7,318475.40000000008
2014-10-23 6,194204.67000000007
2014-08-17 10,208380.47000000009
2014-08-03 13,295063.55999999988
2014-08-05 15,319913.75999999954
2014-05-27 8,370277.77999999939
2014-04-06 19,358116.1599999998
2014-01-26 9,177208.25000000017
2014-11-14 9,361639.77
2014-11-28 11,204750.81999999992
2014-10-08 9,342976.46999999974
2014-02-24 14,329256.52999999974
2014-11-22 17,337383.19999999995
2014-08-16 17,294027.51999999967
2014-01-19 17,325728.92000000045
2014-07-12 14,299630.00000000023
2014-03-18 12,325330.23999999976
2014-11-28 1,95857.840000000171
2014-02-20 22,463877.53000000073
2014-04-29 4,50469.450000000048
2014-02-11 2,55910.249999999993
2014-12-24 23,191597.46999999968
2014-03-21 2,133680.07000000009
2014-05-31 4,159108.62000000002
2014-01-04 20,328295.05999999994
2014-04-02 23,352009.20999999967
2014-07-05 5,64414.280000000144
2014-09-22 0,164800.50999999981
2014-05-01 16,319244.64999999967
2014-05-08 16,318516.15999999986
2014-04-07 11,306417.42999999976
2014-11-02 16,331877.29000000021
2014-04-21 12,309548.17999999982
2014-05-29 13,374548.86999999976
2014-05-11 20,350295.24999999994
2014-12-16 22,445761.67000000004
2014-10-05 4,165054.99999999977
2014-11-11 11,309322.19999999984
2014-06-17 23,359490.29000000004
2014-06-03 6,178210.79999999984
2014-01-28 1,81740.079999999987
2014-05-13 16,309169.78999999975
2014-12-30 1,111670.46999999988
2014-09-18 10,336710.98999999982
2014-04-07 6,192048.09999999995
2014-11-07 17,377135.85000000033
2014-09-10 17,376617.31999999977
2014-12-22 19,341457.55999999982
2014-03-22 8,172343.22999999969
2014-06-21 17,319666.9599999999
2014-04-17 11,368162.49999999994
2014-05-04 13,391177.51999999996
2014-05-26 19,312448.74999999971
2014-05-07 6,192242.63000000012
2014-11-28 7,92389.319999999949
2014-02-26 15,346502.7800000002
2014-08-01 14,344289.58000000007
2014-12-19 13,349777.83999999991
2014-06-24 5,85707.52999999997
2014-06-24 22,419973.45000000059
2014-11-19 2,67555.959999999934
2014-01-05 21,221046.21999999994
2014-02-06 0,207062.63000000012
2014-09-05 16,302326.86000000068
2014-09-15 17,368634.23000000033
2014-11-05 17,374478.61000000028
2014-03-05 10,334600.28999999992
2014-07-10 2,86696.139999999927
2014-09-20 7,132692.25000000015
2014-11-29 0,235599.34000000005
2014-04-03 2,86753.429999999935
2014-02-01 18,405818.85999999993
2014-05-05 9,360089.84999999945
2014-02-06 3,51732.860000000052
2014-08-30 7,119486.64000000009
2014-09-18 12,352364.02999999968
2014-10-11 14,347890.1
2014-09-22 14,339128.75999999931
2014-03-16 7,131605.25000000015
2014-07-02 12,336080.77999999991
2014-08-28 5,80228.020000000091
2014-06-02 23,321045.35999999969
2014-12-19 4,115882.45999999999
2014-07-30 21,450510.80999999982
2014-07-09 17,342680.42999999964
2014-08-05 8,342317.93000000005
2014-09-11 23,405160.60000000015
2014-10-16 9,383588.59999999992
2014-10-30 10,342050.08999999997
2014-01-23 2,62862.8
2014-10-01 10,316777.35000000009
2014-05-28 0,214622.76999999984
2014-12-05 11,352132.50999999995
2014-09-19 6,201729.66999999975
2014-01-30 15,353607.58000000019
2014-11-19 23,384805.20999999956
2014-08-31 2,219502.14000000004
2014-04-22 2,57447.140000000065
2014-10-25 3,232678.70999999993
2014-06-22 19,287156.08999999979
2014-02-22 9,224005.79999999978
2014-04-19 11,286302.42999999953
2014-08-12 7,253484.96000000014
2014-08-09 7,121071.31999999995
2014-06-30 7,263689.83000000019
2014-02-17 23,250515.55999999997
2014-10-22 3,50638.390000000029
2014-06-27 2,152992.77999999982
2014-10-10 2,132289.36000000002
2014-09-16 13,327553.41999999993
2014-08-10 10,207293.2199999998
2014-12-18 5,102238.31000000013
2014-03-07 3,93344.780000000042
2014-07-17 2,95052.549999999785
2014-05-19 2,66160.320000000036
2014-01-22 5,29926.229999999974
2014-11-28 5,44271.600000000071
2014-12-10 11,360947.05000000051
2014-02-10 4,54241.960000000094
2014-12-05 4,88591.970000000088
2014-05-14 4,63519.080000000125
2014-06-03 3,44219.729999999945
2014-09-08 4,61847.490000000136
2014-07-31 4,71441.750000000087
2014-02-05 3,40672.580000000031
2014-06-17 4,54730.690000000082
2014-03-17 10,307526.7099999999
2014-06-19 11,373601.10000000033
2014-08-05 9,329261.27999999985
2014-06-14 15,318929.72000000026
2014-05-03 18,419092.16999999993
2014-06-24 9,350892.0400000001
2014-03-09 18,381509.06000000046
2014-02-15 18,357724.21000000025
2014-03-02 21,247688.29000000021
2014-10-23 22,479961.04000000004
2014-08-29 5,99614.680000000008
2014-06-03 0,192978.45000000007
2014-06-05 2,96516.049999999988
2014-06-21 2,322989.54000000039
2014-10-09 4,65802.9600000001
2014-05-13 11,344095.75000000023
2014-07-30 18,410547.62000000046
2014-02-24 17,364049.13999999978
2014-03-28 15,356085.15000000026
2014-09-09 7,322150.11000000016
2014-03-11 8,379948.70000000077
2014-04-26 15,363692.50999999995
2014-02-20 11,316706.5300000002
2014-08-22 12,293814.2
2014-12-20 5,118042.20000000022
2014-02-09 3,284979.67
2014-05-01 1,166530.05999999988
2014-07-20 21,315368.38999999961
2014-08-25 20,330699.9499999996
2014-06-18 16,308345.59999999974
2014-02-05 16,275803.09999999963
2014-11-06 16,300252.05
2014-08-21 7,248252.64999999982
2014-08-07 18,427356.06000000017
2014-03-27 12,355577.25999999989
2014-09-28 21,312937.65000000055
2014-07-31 11,317870.14000000007
2014-01-09 12,311798.04000000033
2014-12-12 8,382572.05000000069
2014-05-25 13,281012.38999999984
2014-07-05 7,81202.750000000073
2014-02-27 10,336659.91999999969
2014-04-23 14,394951.74999999983
2014-10-02 15,353538.41000000027
2014-07-06 14,291212.44000000012
2014-03-19 15,351605.89999999985
2014-11-20 5,86335.720000000132
2014-11-10 13,312267.87000000023
2014-12-18 13,357136.19000000006
2014-03-23 17,372074.13000000012
2014-11-15 21,388177.35999999975
2014-05-18 21,358953.62000000017
2014-10-16 5,89785.260000000038
2014-09-22 20,405778.68000000005
2014-11-15 23,467197.21999999974
2014-05-23 2,168682.16999999975
2014-08-04 20,359598.82000000065
2014-10-29 2,76382.800000000047
2014-01-28 21,435859.50000000029
2014-01-03 22,300787.55999999971
2014-05-29 0,262954.1300000003
2014-06-04 0,234625.78000000026
2014-09-13 1,383926.40000000026
2014-11-22 4,156701.14999999988
2014-08-02 3,242059.74999999968
2014-04-15 17,379170.96999999991
2014-02-18 18,408861.02000000025
2014-03-18 6,178046.94
2014-06-26 16,308091.09
2014-10-06 16,303545.43999999965
2014-11-23 0,436738.28999999992
2014-11-06 19,467480.47999999969
2014-05-12 18,442020.46999999956
2014-01-11 4,150362.22
2014-05-22 15,363167.02999999991
2014-03-02 10,258000.51000000013
2014-12-07 10,288256.9500000003
2014-06-04 8,380143.88000000006
2014-02-14 14,356301.23999999987
2014-02-08 0,451289.55999999988
2014-03-23 1,428938.34999999969
2014-05-26 2,153993.87999999983
2014-06-19 20,464150.67
2014-08-26 9,294498.95999999967
2014-09-24 7,318586.99000000022
2014-12-22 13,310794.26999999984
2014-02-04 10,334454.14999999967
2014-02-09 10,243485.93000000002
2014-10-04 10,250995.95000000004
2014-01-25 13,342892.44000000024
2014-06-08 17,347602.08000000042
2014-11-22 16,284642.05999999982
2014-03-10 9,372213.08000000025
2014-06-14 13,337112.38
2014-08-01 9,330218.45999999996
2014-07-16 12,335966.86999999965
2014-03-01 17,360713.39999999991
2014-03-27 7,313858.03000000009
2014-12-06 14,390667.90000000043
2014-11-10 10,303970.23000000045
2014-09-22 7,313647.22000000009
2014-02-23 12,311662.41999999929
2014-09-01 12,248026.17000000036
2014-04-22 8,361210.64999999973
2014-09-16 9,382516.59000000008
2014-12-08 14,373114.03000000009
2014-03-11 11,314287.39
2014-10-07 13,323467.73999999964
2014-11-27 14,249676.06999999957
2014-08-26 13,297151.64999999991
2014-07-13 20,275731.38000000012
2014-04-03 22,489326.64000000042
2014-06-04 5,89328.990000000093
2014-05-18 20,353764.21999999986
2014-07-13 3,236622.16000000018
2014-10-13 0,194853.36999999988
2014-04-12 0,435007.18000000011
2014-02-22 20,407843.92000000045
2014-06-15 0,417627.84000000055
2014-06-01 0,453565.58999999997
2014-08-29 22,351747.73999999964
2014-07-01 0,180765.09999999986
2014-01-12 2,343073.53999999992
2014-01-21 5,94396.2900000002
2014-12-06 21,385362.68999999983
2014-10-01 17,365090.23000000045
2014-01-14 9,371408.6100000001
2014-05-01 7,336154.39000000019
2014-10-19 8,157588.97999999998
2014-02-28 10,357297.72999999981
2014-05-25 4,147120.1499999997
2014-09-02 5,97067.840000000157
2014-07-19 21,337224.96999999986
2014-05-29 23,462677.8700000004
2014-03-17 4,64958.330000000118
2014-07-14 22,348770.08000000031
2014-08-20 18,412670.64999999962
2014-01-29 19,460151.3399999995
2014-07-30 17,341562.18000000028
2014-01-14 19,415590.75000000017
2014-05-13 4,56566.680000000044
2014-12-31 10,208129.16999999981
2014-01-08 11,301391.44999999972
2014-01-12 12,331309.23000000074
2014-07-27 11,254103.72000000006
