date_hour,total
2014-08-22 11,279506.37999999995
2014-10-07 9,336271.41999999969
2014-11-14 10,341832.46000000031
2014-11-11 9,328816.23999999935
2014-10-04 19,375093.70999999979
2014-01-29 13,318221.30999999982
2014-05-31 19,408814.79000000027
2014-10-26 8,147196.42999999985
2014-05-03 10,303539.2699999999
2014-10-06 13,300815.55999999971
2014-11-02 17,355096.22000000032
2014-02-16 7,92703.490000000049
2014-01-04 17,299542.87000000011
2014-12-21 10,241609.94999999963
2014-11-21 12,355848.1099999994
2014-01-19 9,151027.4200000001
2014-01-12 17,362382.82000000036
2014-09-03 9,347488.6799999997
2014-12-04 6,187903.53
2014-02-21 8,359469.70999999985
2014-12-31 23,270865.92
2014-04-20 20,340844.68999999983
2014-01-10 1,162515.8599999999
2014-10-31 23,493337.86000000086
2014-03-05 22,476087.66999999969
2014-06-21 21,346404.90999999986
2014-09-11 0,248025.2099999997
2014-05-28 22,450174.10000000038
2014-10-02 21,477903.25000000023
2014-05-26 22,306541.74
2014-06-16 22,384302.99
2014-02-13 14,193000.2799999998
2014-04-22 23,328632.08999999979
2014-05-06 0,238551.85999999972
2014-07-25 0,370439.47000000015
2014-10-26 22,271785.33000000007
2014-06-25 0,238262.74000000019
2014-04-16 0,244365.17999999979
2014-06-07 22,408892.98999999987
2014-01-21 8,407358.62000000005
2014-09-24 15,330549.37999999989
2014-02-06 19,469992.12999999954
2014-02-21 17,351874.97999999981
2014-12-31 17,304912.77999999991
2014-05-01 17,393397.68000000005
2014-08-27 1,115052.75999999997
2014-05-18 5,121190.10999999996
2014-04-09 23,373246.5400000005
2014-06-07 3,235657.77999999988
2014-02-15 1,361164.86999999976
2014-02-11 21,461613.77000000019
2014-11-14 19,491629.25000000058
2014-09-04 16,309612.16999999963
2014-04-12 4,165531.15999999997
2014-08-21 10,287310.9500000003
2014-10-17 12,360340.54000000033
2014-07-20 23,256989.61999999988
2014-02-20 16,293015.92999999988
2014-06-07 2,311487.01000000018
2014-07-03 16,280885.36999999953
2014-08-31 15,295592.86999999965
2014-12-26 9,136978.97999999989
2014-05-05 8,375132.92
2014-03-02 19,329939.5399999998
2014-01-25 10,251877.13000000009
2014-09-20 10,276626.43999999954
2014-06-09 12,335427.47000000003
2014-03-26 9,363540.919999999
2014-08-13 11,281323.33999999985
2014-09-15 10,309573.24000000017
2014-01-06 13,277706.95000000024
2014-04-05 4,160352.35
2014-04-06 0,468276.91999999981
2014-11-02 22,300606.2899999998
2014-04-22 21,442984.71000000043
2014-06-25 21,444103.38999999984
2014-07-01 4,54023.930000000131
2014-07-28 21,329907.96999999962
2014-09-03 20,416388.98999999982
2014-01-04 22,356860.11999999988
2014-02-11 5,76568.840000000011
2014-08-27 14,337502.2199999998
2014-06-15 8,139711.51000000004
2014-04-04 11,360217.57000000012
2014-10-21 1,90530.390000000014
2014-08-22 21,353370.50000000029
2014-09-08 19,426361.06000000046
2014-08-15 17,357687.37999999977
2014-05-22 23,471583.25999999954
2014-10-25 20,401964.40000000037
2014-01-27 3,35976.319999999992
2014-03-28 11,368887.93000000028
2014-06-28 9,210586.30999999959
2014-07-02 16,274695.68999999977
2014-04-22 18,449665.77999999939
2014-10-30 9,363821.88000000053
2014-12-31 13,279943.14999999956
2014-03-04 10,332643.14000000025
2014-09-27 19,406161.36999999965
2014-03-23 19,355296.69999999984
2014-04-26 11,329157.49999999936
2014-09-28 18,362020.18999999983
2014-11-11 7,258311.08999999991
2014-09-05 14,384032.96000000054
2014-06-06 13,372534.45999999985
2014-09-02 10,307018.57999999967
2014-01-10 12,312331.57999999961
2014-05-22 9,393654.13
2014-10-04 7,107490.52000000008
2014-08-05 6,166807.6999999999
2014-09-25 10,327897.62000000011
2014-12-31 9,189371.93999999977
2014-08-23 0,393409.1999999999
2014-08-04 8,338975.92999999959
2014-01-28 23,301785.93
2014-06-29 0,432975.92999999976
2014-09-03 22,391692.63000000035
2014-11-01 22,413710.45000000013
2014-02-19 23,338438.8899999999
2014-08-03 4,175816.52999999985
2014-03-18 4,60256.400000000074
2014-12-02 15,344889.28999999963
2014-02-07 17,357994.14000000019
2014-09-25 22,415682.19999999984
2014-10-12 13,372063.74999999983
2014-05-31 17,314667.86999999988
2014-02-12 5,88337.0600000002
2014-12-28 23,211810.64999999973
2014-05-01 18,481893.09
2014-04-30 17,392655.70000000024
2014-01-03 12,180464.9199999999
2014-01-22 14,297976.64
2014-12-20 17,323355.98999999947
2014-08-24 22,277958.59999999992
2014-05-16 3,104341.45999999999
2014-10-21 16,309433.67999999988
2014-04-14 11,290241.64999999997
2014-11-24 11,297824.70000000013
2014-04-24 17,388836.0300000002
2014-10-01 2,68674.969999999958
2014-12-30 5,69242.0800000001
2014-01-19 6,79964.680000000153
2014-08-01 6,181826.32999999987
2014-07-31 21,468682.58
2014-08-29 21,331839.85999999923
2014-03-25 5,81045.4500000001
2014-03-27 11,343945.12000000017
2014-12-15 13,311507.29999999987
2014-05-26 5,78215.470000000147
2014-01-30 13,339261.25999999914
2014-11-27 2,136067.86000000004
2014-04-07 3,39469.469999999972
2014-02-18 16,283188.46999999956
2014-02-14 1,121462.98000000004
2014-04-21 1,83950.239999999962
2014-05-05 5,111990.86000000004
2014-04-23 5,88695.250000000146
2014-06-07 8,178005.18999999997
2014-04-29 6,181583.55999999988
2014-09-28 7,124257.6599999999
2014-12-07 5,86604.130000000063
2014-05-29 3,58363.400000000031
2014-02-13 10,139695.31999999989
2014-10-13 4,70080.3200000001
2014-03-03 1,93519.13999999997
2014-11-24 2,55040.170000000042
2014-04-30 2,83776.020000000062
2014-08-17 7,99756.98000000004
2014-07-10 3,60535.989999999962
2014-05-23 5,129577.42000000009
2014-05-21 2,87038.849999999977
2014-04-27 4,188939.63
2014-08-25 4,58255.510000000162
2014-08-24 4,154787.45000000016
2014-05-28 3,46513.670000000071
2014-09-18 4,61919.860000000052
2014-02-18 3,34080.35
2014-12-17 2,91138.839999999938
2014-05-18 18,398226.53000000038
2014-09-05 15,351046.31999999995
2014-05-28 9,377479.16000000038
2014-06-30 12,301542.30999999994
2014-09-24 13,315569.43999999971
2014-11-14 15,361151.21999999974
2014-07-24 11,326561.89999999956
2014-09-06 18,390054.86999999982
2014-09-23 20,432127.17000000022
2014-03-21 23,501170.03000000009
2014-01-11 5,88366.070000000182
2014-03-20 20,483519.17000000027
2014-04-27 0,467197.5099999996
2014-03-03 4,41227.880000000026
2014-11-11 4,52930.27000000012
2014-06-21 0,449511.7600000003
2014-05-31 20,390080.43
2014-12-19 20,457417.71999999962
2014-11-18 18,452105.84000000061
2014-10-17 16,315658.16999999934
2014-09-06 9,234153.36999999988
2014-08-13 12,302424.35999999969
2014-08-01 1,226267.44
2014-11-03 7,302368.42000000022
2014-04-29 11,343343.8600000001
2014-02-04 15,341955.93999999983
2014-11-22 3,232028.99
2014-05-04 2,355081.65999999986
2014-09-10 20,456471.69000000024
2014-05-23 21,429119.53000000009
2014-07-07 13,280272.54999999981
2014-03-19 2,70503.230000000083
2014-02-27 19,491751.40000000055
2014-03-29 13,414124.14999999985
2014-01-03 17,269637.50000000006
2014-07-03 17,341565.40000000072
2014-05-13 20,451042.68999999983
2014-12-22 9,285241.16
2014-02-15 6,98061.049999999988
2014-03-14 9,390301.2200000005
2014-01-18 11,271101.9599999999
2014-10-31 9,342055.27999999921
2014-07-26 13,287799.59999999957
2014-03-02 16,343254.90999999968
2014-03-25 6,174256.46000000005
2014-02-22 11,289787.87000000034
2014-03-10 13,298863.38999999984
2014-12-02 8,379510.86999999988
2014-07-12 17,312918.06000000011
2014-04-20 11,291969.85000000003
2014-07-31 22,460510.77999999974
2014-01-19 1,394053.24999999988
2014-11-05 21,451585.25000000017
2014-02-27 21,507484.44999999943
2014-05-15 23,474498.92000000068
2014-11-15 0,432097.63999999978
2014-06-03 5,87278.37000000001
2014-10-05 1,348529.06
2014-05-25 19,288493.3999999995
2014-05-01 2,88896.999999999956
2014-11-26 21,282704.66999999963
2014-09-17 18,446754.04000000085
2014-07-15 16,248446.64
2014-07-14 16,292653.76000000042
2014-05-28 19,465955.43999999994
2014-07-09 18,419719.54999999993
2014-10-23 7,331884.26000000007
2014-05-22 18,433875.69000000024
2014-07-17 19,454864.74
2014-12-24 16,255074.14999999967
2014-10-10 17,395334.52
2014-10-21 23,315668.19999999955
2014-11-08 22,443099.43000000075
2014-07-12 2,291636.22000000067
2014-11-16 13,373744.79999999952
2014-02-14 0,200950.25000000015
2014-06-26 12,373392.60000000003
2014-12-31 4,72501.770000000062
2014-02-02 11,251296.22999999981
2014-02-09 15,363182.60999999987
2014-06-08 12,335754.70999999956
2014-12-14 11,335348.54999999981
2014-11-06 11,349556.60000000073
2014-11-01 18,402477.69
2014-04-02 15,357373.32000000047
2014-02-07 13,354779.89000000054
2014-10-30 14,394193.06999999977
2014-03-21 12,348095.91000000038
2014-06-10 6,183350.89000000004
2014-11-25 13,350750.25999999995
2014-11-28 9,144803.43
2014-11-29 10,207593.74999999968
2014-04-03 9,375505.86999999912
2014-10-14 11,325412.9499999999
2014-01-09 9,353143.67999999953
2014-06-27 15,337225.12999999995
2014-11-13 11,350031.16000000032
2014-01-10 6,165384.69999999998
2014-09-12 10,331642.99999999988
2014-09-16 20,436481.74000000022
2014-02-12 23,349116.04999999981
2014-10-11 20,391274.14000000042
2014-09-13 22,402098.41000000027
2014-10-13 20,376717.3600000001
2014-09-24 22,402793.87000000034
2014-02-01 0,472982.12000000087
2014-11-11 22,381689.13999999972
2014-01-07 23,251872.68999999959
2014-03-31 22,370415.37000000029
2014-11-22 2,307016.27000000008
2014-03-01 23,482730.68999999994
2014-07-07 7,260603.57999999987
2014-07-04 3,127841.4999999999
2014-04-16 22,456739.74000000028
2014-03-17 17,369701.89000000013
2014-10-19 7,130093.86999999995
2014-04-10 20,478743.76
2014-01-07 17,351193.22000000003
2014-11-12 17,365275.37000000005
2014-02-14 7,257790.18000000014
2014-08-09 20,295907.34999999974
2014-05-07 1,123371.60000000002
2014-12-02 18,425168.17000000004
2014-07-09 19,445407.38000000018
2014-08-22 10,278402.12
2014-11-10 12,303914.71999999951
2014-01-11 8,146573.31999999992
2014-02-26 11,305573.06999999972
2014-09-15 14,343546.45999999967
2014-04-17 13,390704.36999999953
2014-09-04 23,407218.47000000009
2014-04-27 5,103852.85000000012
2014-09-14 19,354145.25000000041
2014-10-23 23,445994.29999999952
2014-11-28 21,274841.63999999966
2014-08-17 0,374982.19000000058
2014-09-02 16,297083.10999999964
2014-11-16 9,201809.52999999959
2014-03-05 15,368042.26999999973
2014-04-05 17,356093.89999999967
2014-04-01 11,301573.95999999956
2014-11-13 10,335278.72999999986
2014-06-09 13,329428.72999999981
2014-10-30 11,339093.50000000006
2014-11-01 13,392860.94000000006
2014-11-06 14,379557.8600000001
2014-08-20 10,290623.06999999977
2014-02-13 12,157839.0999999998
2014-12-09 14,354679.72000000038
2014-08-13 6,162156.63999999978
2014-05-30 10,341832.68
2014-11-08 15,367131.8800000003
2014-12-27 16,263132.71999999968
2014-11-20 10,351461.74999999977
2014-06-04 20,444600.12000000011
2014-08-17 20,294597.45000000013
2014-04-05 1,361638.36000000057
2014-06-04 23,445876.30000000057
2014-10-01 1,113579.91000000009
2014-11-09 0,439201.69000000035
2014-04-04 2,131714.86
2014-06-26 3,65372.470000000016
2014-04-29 5,83668.700000000128
2014-07-21 0,167496.89999999985
2014-09-29 5,103871.63000000008
2014-10-25 0,438519.43999999948
2014-11-13 23,427446.8400000002
2014-04-08 0,190553.80999999994
2014-10-15 6,184855.86999999988
2014-05-19 9,366075.83000000013
2014-09-21 9,211040.32000000009
2014-03-03 19,422740.35000000009
2014-10-23 18,442878.75999999954
2014-11-23 10,245900.03999999989
2014-09-24 18,393559.68
2014-10-29 7,308312.90999999951
2014-01-27 5,93860.030000000144
2014-01-12 15,358788.84000000037
2014-05-30 13,364393.74999999988
2014-08-26 23,304304.3299999999
2014-07-11 22,408577.98000000062
2014-06-13 22,427635.09000000061
2014-10-04 4,143376.2000000001
2014-12-10 22,472151.45999999979
2014-07-20 4,177176.85999999987
2014-09-20 20,417521.85999999975
2014-08-30 16,253448.01999999981
2014-07-12 1,375872.6500000002
2014-09-23 17,327471.44000000053
2014-10-13 6,156157.94999999992
2014-06-27 6,190898.77000000005
2014-04-30 16,306178.48000000021
2014-04-13 17,368565.5900000002
2014-07-26 7,125490.2200000001
2014-12-16 15,329275.61999999959
2014-03-25 8,371221.22999999975
2014-05-08 10,374475.29000000091
2014-04-10 10,357184.9499999999
2014-08-27 15,317701.29000000015
2014-09-07 11,314509.25
2014-07-18 7,266902.30999999976
2014-06-12 2,108105.17
2014-04-25 23,501690.97999999952
2014-09-14 4,169885.87999999998
2014-01-21 4,49747.5300000001
2014-01-13 22,316315.69999999966
2014-05-12 17,404202.6399999999
2014-06-04 11,349946.21000000008
2014-11-13 6,190164.96999999977
2014-02-11 18,448331.07999999996
2014-12-22 6,145711.2999999999
2014-05-16 0,373071.39999999991
2014-01-10 9,359422.88999999978
2014-07-25 20,378558.57000000036
2014-05-08 17,400168.22000000038
2014-04-05 5,96294.700000000026
2014-08-02 4,166503.45000000019
2014-12-11 14,413089.8899999999
2014-12-21 2,319107.21
2014-09-24 6,186527.41999999981
2014-05-13 10,341910.49999999965
2014-01-27 23,260234.29
2014-10-10 5,117430.96000000006
2014-07-17 3,65579.060000000085
2014-05-02 3,108449.23000000003
2014-04-23 1,113864.90000000002
2014-02-09 5,97837.569999999934
2014-12-09 18,405982.76999999955
2014-08-07 6,183437.33999999965
2014-11-12 22,440385.94999999931
2014-01-30 17,367715.32999999967
2014-11-04 0,178143.4800000001
2014-09-21 8,150940.97000000006
2014-01-27 8,345911.57999999973
2014-08-31 16,293653.08000000007
2014-05-06 14,382200.9599999999
2014-11-29 8,109380.11000000012
2014-02-01 13,326515.4700000002
2014-08-26 0,164079.90999999957
2014-08-07 2,93739.43
2014-12-29 3,45590.52000000004
2014-03-25 13,305126.54000000027
2014-09-22 21,395116.64000000019
2014-08-12 0,176365.82999999993
2014-04-19 7,111035.90000000013
2014-10-31 12,341182.60000000009
2014-08-19 1,101608.31000000001
2014-09-12 13,352908.2600000003
2014-07-03 5,105332.69000000015
2014-04-06 4,205731.03999999954
2014-01-05 6,84799.680000000051
2014-06-28 5,99593.370000000039
2014-07-31 1,153386.30000000002
2014-11-25 3,44806.440000000039
2014-09-04 1,135970.08999999985
2014-08-06 3,56306.669999999976
2014-02-13 5,55746.540000000095
2014-07-08 2,56639.180000000044
2014-04-07 4,59047.070000000029
2014-02-06 2,68330.550000000017
2014-10-23 5,90539.180000000037
2014-07-07 5,94135.640000000189
2014-12-08 1,78809.189999999944
2014-06-26 17,382204.69000000024
2014-04-13 6,104781.68000000004
2014-05-20 4,62903.2800000001
2014-06-12 11,369687.47999999946
2014-05-02 14,416752.67000000045
2014-03-09 15,397047.02000000008
2014-12-11 13,365962.88000000024
2014-07-26 9,206643.70000000022
2014-10-24 15,364191.75000000012
2014-11-21 6,200329.05
2014-01-10 15,333051.47999999957
2014-09-01 16,285451.14999999962
2014-06-18 14,390389.37000000011
2014-08-08 22,390257.07000000012
2014-10-23 19,467924.25999999943
2014-06-04 17,381597.94000000012
2014-05-21 16,300313.3299999999
2014-09-29 2,58021.97999999996
2014-06-30 6,180570.81999999957
2014-08-23 12,255593.46999999997
2014-12-07 17,366928.6999999996
2014-11-22 14,361089.35000000027
2014-08-09 10,231401.15999999965
2014-01-14 12,323991.39000000007
2014-10-20 13,313880.98999999993
2014-02-02 17,385540.11999999994
2014-04-17 5,96381.660000000091
2014-07-24 5,88847.890000000174
2014-02-03 16,232555.63999999969
2014-09-08 18,429045.63000000059
2014-09-11 17,372386.70000000024
2014-02-14 10,316069.04999999987
2014-04-13 16,348865.93999999983
2014-02-08 16,296232.44999999978
2014-03-09 19,358778.35999999958
2014-12-12 14,397185.80000000005
2014-04-30 8,407774.4200000001
2014-06-22 15,353630.34000000026
2014-05-23 6,214114.0199999997
2014-11-23 12,322882.4800000001
2014-02-10 15,334024.23000000033
2014-07-30 13,324558.36
2014-03-31 7,317676.21000000054
2014-11-15 10,282755.59999999974
2014-05-04 17,374769.75000000029
2014-12-04 8,383712.46000000025
2014-04-20 15,335709.10000000038
2014-12-17 7,310225.71000000008
2014-07-02 9,335373.91000000038
2014-08-23 15,270407.23999999953
2014-01-01 18,283085.18000000017
2014-08-12 13,300594.85000000033
2014-03-31 0,188486.13999999978
2014-04-27 2,365351.6000000005
2014-03-06 12,375187.43000000034
2014-11-25 23,330501.98999999993
2014-01-19 21,265137.04000000004
2014-10-20 19,419585.33000000071
2014-04-19 19,373533.00999999995
2014-12-17 18,414359.56000000017
2014-04-25 22,511771.08999999933
2014-05-30 18,444057.09000000096
2014-04-17 17,388373.29000000044
2014-12-16 9,346178.15000000055
2014-04-30 19,464670.32
2014-11-27 12,229440.07999999981
2014-12-29 16,294321.14999999979
2014-08-20 16,282116.64999999985
2014-12-24 6,128887.53000000016
2014-12-07 22,293638.41999999993
2014-06-05 12,366004.16999999963
2014-12-08 8,357828.18999999942
2014-04-17 20,487061.25000000029
2014-06-30 19,387955.07000000007
2014-01-16 15,342007.64999999985
2014-12-18 14,393089.08999999956
2014-10-20 12,313482.64
2014-04-09 9,369884.41999999993
2014-06-22 11,289832.61999999976
2014-06-04 10,350134.38000000018
2014-10-05 12,336895.94
2014-10-20 7,309889.1500000002
2014-12-09 13,341300.52000000008
2014-08-03 12,281276.66999999975
2014-10-29 6,168589.11000000004
2014-05-14 15,364441.11999999941
2014-07-26 14,292647.39999999991
2014-07-01 11,316894.21999999986
2014-01-26 13,345206.62000000011
2014-04-29 9,373206.40000000066
2014-11-08 6,109533.31000000004
2014-11-30 19,315832.42000000039
2014-10-19 14,389716.83
2014-12-04 15,372962.53000000049
2014-07-20 16,305860.35000000009
2014-12-07 13,386700.3700000004
2014-06-16 14,349873.41000000032
2014-01-17 8,372115.31000000011
2014-09-24 23,326480.43000000011
2014-05-06 21,458911.88999999937
2014-02-28 20,487757.01999999955
2014-06-10 23,377072.32999999984
2014-04-30 6,206056.96999999968
2014-09-15 23,263509.01
2014-08-26 2,58074.430000000029
2014-06-29 20,285105.65999999939
2014-02-26 8,385237.97000000085
2014-11-23 4,179527.38000000015
2014-05-04 3,268704.53999999986
2014-07-12 23,412850.70999999985
2014-06-12 23,466237.15000000014
2014-10-20 16,320187.43999999948
2014-09-06 4,154931.38999999998
2014-09-16 17,366851.35000000033
2014-12-03 16,284358.45999999973
2014-03-10 18,425466.2100000002
2014-12-12 18,455883.84999999969
2014-08-18 23,246405.07999999964
2014-07-19 2,294188.5499999997
2014-03-23 2,374865.34999999969
2014-10-04 1,332819.55999999982
2014-11-21 20,451843.77000000054
2014-12-15 17,332579.97999999957
2014-10-27 17,358835.19999999972
2014-12-14 9,200014.62999999977
2014-11-06 12,357170.12999999966
2014-05-21 18,462564.07000000041
2014-02-18 20,391979.77999999991
2014-09-02 9,344318.66999999993
2014-02-10 13,299859.77000000037
2014-04-19 1,352275.1
2014-01-04 21,316972.43000000034
2014-03-16 16,345202.73000000045
2014-07-06 16,261169.21999999971
2014-04-05 8,190348.97999999981
2014-03-22 9,209074.22999999998
2014-07-20 8,124470.77999999997
2014-04-04 7,327097.7
2014-06-01 18,375044.53999999986
2014-07-19 11,270258.67999999953
2014-09-20 18,392660.82000000036
2014-03-31 13,299256.41999999958
2014-01-07 6,160013.57999999967
2014-09-08 8,345769.47999999986
2014-06-11 14,402970.8200000003
2014-07-26 15,292641.9699999998
2014-12-27 9,136616.85
2014-12-14 17,329671.34000000049
2014-08-02 21,328050.49999999988
2014-04-05 21,438249.49999999942
2014-10-12 20,343245.35000000009
2014-06-06 5,117636.21000000014
2014-06-29 3,235844.97000000018
2014-12-22 20,317595.65999999968
2014-01-12 20,284711.7099999999
2014-09-16 22,390797.4
2014-04-08 4,47216.770000000055
2014-11-22 21,366601.88999999984
2014-01-04 23,391160.02000000008
2014-03-11 17,362484.01000000007
2014-04-09 18,466400.64000000019
2014-03-07 16,314198.39999999991
2014-12-11 11,361648.4
2014-03-13 17,398950.7999999997
2014-03-30 18,387343.6900000007
2014-06-20 19,460506.77999999939
2014-10-07 16,297986.77000000019
2014-12-03 19,417288.6100000001
2014-02-01 8,148856.94
2014-04-19 8,139605.62000000005
2014-04-14 8,341579.5099999996
2014-03-14 7,325971.22000000003
2014-04-19 0,409307.15999999916
2014-06-12 5,97799.229999999821
2014-08-01 16,265103.89999999973
2014-02-12 6,184494.6199999997
2014-03-25 0,183841.72999999998
2014-06-30 21,374906.95999999956
2014-03-30 22,288512.87000000052
2014-03-21 6,187688.81999999986
2014-05-20 17,373720.92000000045
2014-03-02 11,304469.27000000014
2014-07-26 19,335324.85999999987
2014-09-29 6,201490.2499999998
2014-10-27 14,325680.52999999991
2014-03-28 7,296132.89999999973
2014-10-13 22,312027.48999999964
2014-06-26 1,203933.62999999998
2014-04-04 4,92248.6500000001
2014-07-09 22,436399.53000000032
2014-04-27 22,307702.04999999923
2014-12-11 4,61614.16000000004
2014-07-05 23,262059.7399999997
2014-11-12 7,316769.00000000006
2014-10-16 17,399430.14000000013
2014-01-07 7,293973.8700000004
2014-11-18 23,344196.31000000017
2014-03-31 23,267546.63999999961
2014-11-10 0,141830.49999999988
2014-05-01 4,64715.200000000084
2014-08-26 21,368944.08999999921
2014-06-06 17,371978.79999999987
2014-02-23 13,339153.01000000007
2014-08-03 15,311528.21999999974
2014-09-26 0,268656.00999999995
2014-04-26 20,444296.4200000001
2014-07-12 15,308552.15000000031
2014-01-29 15,341324.91000000009
2014-02-14 6,168848.99999999994
2014-07-16 7,294112.05999999994
2014-12-28 0,257912.29999999955
2014-11-16 4,182375.0199999999
2014-11-10 21,383994.42999999964
2014-07-13 5,92390.660000000062
2014-11-14 5,106622.34000000003
2014-10-24 7,321126.48000000056
2014-01-26 3,270516.15999999974
2014-09-30 0,169330.26000000004
2014-06-05 7,335578.21000000049
2014-09-20 16,301778.69999999966
2014-04-16 16,313636.15000000008
2014-02-09 13,348449.13999999984
2014-06-09 10,344132.32000000041
2014-02-04 4,63619.610000000124
2014-07-17 14,375516.26000000024
2014-10-13 11,277034.81999999972
2014-04-10 5,103841.76000000005
2014-09-25 20,401797.95000000036
2014-09-15 11,308802.37000000034
2014-11-12 10,325949.49000000022
2014-04-20 4,163459.27999999974
2014-12-25 2,93774.860000000073
2014-07-11 1,214980.67000000004
2014-10-17 3,91376.910000000062
2014-05-30 2,137958.95000000016
2014-12-25 7,66159.2200000001
2014-05-07 14,404353.57999999967
2014-12-28 7,85486.120000000228
2014-10-31 6,195620.12999999992
2014-05-25 3,207244.25999999986
2014-11-15 6,105574.80000000006
2014-05-28 4,57413.400000000132
2014-11-19 3,47282.240000000027
2014-10-30 2,85065.080000000031
2014-08-10 4,159027.21999999994
2014-01-23 4,56151.76000000014
2014-06-21 5,101851.25000000029
2014-11-24 5,85409.0600000002
2014-08-03 18,339087.65000000008
2014-07-28 1,126602.03
2014-10-07 2,53273.310000000034
2014-12-11 1,187480.56000000011
2014-08-13 4,53115.990000000078
2014-02-03 4,96134.330000000133
2014-09-03 2,58629.470000000059
2014-05-05 4,62603.630000000092
2014-03-11 4,51669.250000000036
2014-06-30 2,79865.060000000056
2014-01-09 7,299318.49999999994
2014-06-21 7,121548.54000000011
2014-07-19 14,285472.43999999959
2014-01-29 14,345527.95999999996
2014-10-01 7,314868.18000000028
2014-04-25 13,362133.75999999989
2014-10-15 15,354839.06999999983
2014-06-01 12,358041.21999999986
2014-03-08 19,454886.55000000092
2014-03-07 22,497491.46000000049
2014-12-11 23,476167.53000000014
2014-09-08 1,91001.639999999912
2014-11-22 23,466818.69000000047
2014-03-13 1,137788.49999999994
2014-01-28 20,441306.57000000018
2014-01-25 23,473794.12000000034
2014-11-19 18,448072.97000000032
2014-08-21 16,292033.64999999944
2014-02-05 12,254028.65000000037
2014-01-02 12,281510.71000000014
2014-10-30 13,354124.82999999973
2014-07-11 9,342772.60999999981
2014-11-29 17,321531.72999999975
2014-05-09 7,326780.69000000012
2014-12-09 20,410254.30999999942
2014-12-08 21,416793.61000000039
2014-08-15 1,207748.83999999979
2014-04-25 16,305334.46
2014-07-12 11,260049.26999999984
2014-11-15 11,326062.72000000003
2014-02-19 9,361115.55999999959
2014-09-08 15,360305.39999999967
2014-10-15 14,388524.25000000041
2014-06-13 12,352060.0400000001
2014-12-31 11,235099.17999999988
2014-01-14 14,371098.75000000041
2014-05-10 15,363070.63000000047
2014-07-28 10,265268.24000000011
2014-07-15 12,323069.2699999999
2014-07-13 16,274606.94999999984
2014-08-30 15,271773.06999999972
2014-01-22 15,299484.48999999987
2014-01-14 21,410879.97000000003
2014-08-23 20,337657.00000000041
2014-10-03 20,423725.68000000028
2014-03-24 23,269290.35999999975
2014-04-09 21,471436.58999999904
2014-02-04 20,409010.02000000031
2014-07-15 3,43408.180000000022
2014-05-18 4,206855.61999999979
2014-06-19 4,68808.7500000002
2014-06-08 2,324282.25000000012
2014-04-29 20,452975.68000000052
2014-10-20 23,251636.07999999973
2014-12-18 19,464236.59000000043
2014-10-23 13,386844.52000000025
2014-11-01 8,203607.88999999969
2014-10-17 17,401993.93999999983
2014-10-20 17,374497.04000000027
2014-05-27 18,429959.84
2014-04-16 9,381411.58000000031
2014-02-16 21,308335.44000000012
2014-07-16 20,396385.48000000016
2014-02-28 22,487645.73000000033
2014-02-14 17,388445.92000000004
2014-10-19 4,181954.71999999988
2014-04-21 20,384320.64999999991
2014-04-27 3,279301.18000000034
2014-05-07 0,226262.82999999993
2014-12-13 22,435726.78000000026
2014-07-16 3,56701.460000000079
2014-11-06 23,425835.28999999992
2014-12-07 23,232489.65999999989
2014-03-25 14,340618.91999999963
2014-12-25 11,135078.64999999997
2014-10-04 12,293982.68000000011
2014-05-29 6,187363.63000000009
2014-01-29 11,320881.36000000016
2014-01-18 18,370983.38999999996
2014-01-22 13,279791.06000000017
2014-12-20 11,319240.21000000014
2014-02-27 14,391632.43999999971
2014-07-31 6,180614.88999999998
2014-07-23 12,345811.52000000054
2014-07-28 9,276354.74999999959
2014-12-22 14,329833.86999999994
2014-12-02 14,371882.29999999987
2014-02-10 6,182370.99999999994
2014-11-10 9,333421.96000000037
2014-06-18 10,343740.44000000024
2014-01-01 17,277569.93999999948
2014-01-05 9,158604.06999999992
2014-01-02 9,271637.53999999957
2014-06-10 21,459401.74000000028
2014-10-07 21,432492.7199999991
2014-01-25 1,344069.06000000064
2014-03-14 0,357021.66
2014-02-05 0,167707.02000000008
2014-09-17 5,84525.270000000062
2014-08-25 13,270688.42999999953
2014-08-06 17,344163.30999999994
2014-03-18 15,331306.18999999994
2014-10-01 18,439861.14999999991
2014-08-18 6,172411.96999999988
2014-12-23 18,354880.23999999987
2014-02-20 23,422556.86999999994
2014-02-25 17,356722.23999999958
2014-03-26 6,176854.75000000006
2014-12-12 21,483696.85000000062
2014-08-18 20,348717.55000000034
2014-05-23 1,264250.9500000003
2014-10-14 0,167571.78000000017
2014-05-04 0,457518.65000000014
2014-03-14 8,398082.94000000012
2014-11-07 19,490007.80999999947
2014-05-27 19,426970.52999999997
2014-03-25 16,304476.24000000005
2014-04-15 19,465160.89000000077
2014-06-16 21,415688.99999999971
2014-01-05 16,285584.9599999999
2014-10-02 10,324395.52999999974
2014-05-04 12,364383.18000000034
2014-06-02 11,312470.05000000016
2014-05-27 17,363095.58000000042
2014-07-10 22,467635.98000000062
2014-07-26 22,367239.71999999974
2014-03-15 11,309917.45
2014-03-19 10,324147.00999999954
2014-07-19 17,293799.46000000014
2014-10-29 14,366571.56000000052
2014-09-06 17,332426.08999999991
2014-12-16 12,330205.37999999995
2014-05-12 6,199680.06999999992
