Pickup_Datetime,Total_amount
2012-04-08 5,73514.199999999953
2012-01-07 21,324976.54000000004
2012-01-18 2,61246.880000000012
2012-07-03 20,304636.0199999999
2012-06-01 23,416887.0500000001
2012-04-13 23,431658.8500000005
2012-08-09 4,57432.269999999982
2012-03-03 1,322237.97000000032
2012-08-21 18,373975.80999999918
2012-07-30 16,270942.81000000029
2012-04-13 12,306563.12000000069
2012-07-26 2,95060.430000000022
2012-08-06 23,247564.54999999984
2012-05-30 18,402222.52999999991
2012-05-03 20,413309.55000000022
2012-01-18 23,286061.45000000036
2012-05-15 18,398524.92000000016
2012-03-08 14,348535.30000000005
2012-07-20 13,296349.45999999967
2012-05-26 16,218561.22000000003
2012-06-12 21,412707.61
2012-12-30 4,149709.38999999998
2012-07-08 3,187404.14999999979
2012-10-29 15,82527.459999999948
2012-11-22 23,200497.61000000004
2012-10-31 2,35792.489999999983
2012-07-05 10,213007.47999999995
2012-07-02 7,212333.59999999989
2012-03-28 5,73441.860000000015
2012-04-23 21,360157.33999999985
2012-01-25 1,90148.190000000119
2012-06-20 0,221170.68000000025
2012-07-04 16,209402.12999999989
2012-06-12 18,392224.87000000058
2012-02-20 19,311106.29000000015
2012-06-18 0,164211.92000000013
2012-08-19 9,135919.77999999997
2012-03-03 15,296096.96999999986
2012-01-01 19,116587.81000000004
2012-07-10 4,40706.390000000007
2012-07-09 3,36842.419999999969
2012-11-25 6,96570.080000000235
2012-03-14 22,392197.96999999986
2012-02-28 18,404255.4
2012-07-01 20,237033.61999999973
2012-12-24 5,65779.00000000016
2012-06-18 4,51358.010000000111
2012-06-07 1,153531.57999999996
2012-01-26 4,48196.840000000018
2012-01-06 4,55591.299999999923
2012-05-08 4,43757.039999999979
2012-06-21 7,285213.92000000022
2012-06-20 5,74671.150000000009
2012-01-02 4,61128.279999999941
2012-02-23 1,116306.26000000014
2012-08-26 23,203436.21000000011
2012-08-01 3,52951.87
2012-04-08 6,65596.349999999991
2012-08-18 6,88516.390000000014
2012-04-05 3,60793.630000000041
2012-08-01 2,75798.089999999924
2012-02-06 4,52337.960000000014
2012-10-24 3,48909.769999999975
2012-08-16 15,304840.24999999971
2012-03-24 14,292973.14000000019
2012-02-04 23,412885.61000000057
2012-08-02 22,408322.91000000044
2012-12-27 23,316744.38
2012-11-28 18,452610.3299999999
2012-08-17 7,227542.87000000017
2012-08-26 1,315482.2400000004
2012-12-17 11,313366.41000000021
2012-10-09 12,313097.8000000004
2012-09-25 13,297579.1100000001
2012-09-30 13,377962.75999999983
2012-09-16 22,298025.70999999979
2012-09-28 18,452077.18000000034
