Pickup_Datetime,Total_amount
2009-07-07 15:00:00,231267.83000000007
2009-10-02 13:00:00,284877.12999999989
2009-11-01 09:00:00,146290.87000000008
2009-04-03 14:00:00,258140.19000000032
2009-03-29 18:00:00,221350.76000000021
2009-04-25 18:00:00,303958.3399999995
2009-09-30 14:00:00,293201.74999999971
2009-06-01 12:00:00,217109.79000000021
2009-01-19 12:00:00,191373.45999999996
2009-09-23 19:00:00,334647.76999999967
2009-09-07 09:00:00,104264.25000000004
2009-09-20 00:00:00,318799.52999999997
2009-05-24 21:00:00,176180.70000000024
2009-10-18 04:00:00,150276.31000000006
2009-05-28 00:00:00,175488.13999999993
2009-12-08 12:00:00,287116.7199999998
2009-02-08 22:00:00,175389.55999999997
2009-07-18 23:00:00,312031.00999999989
2009-11-03 14:00:00,293504.75999999983
2009-11-24 15:00:00,299570.06999999989
2009-12-23 02:00:00,89417.159999999931
2009-05-22 18:00:00,299826.25
2009-10-27 16:00:00,242987.47000000009
2009-11-01 03:00:00,254712.41000000018
2009-04-10 01:00:00,179609.83999999973
2009-03-09 21:00:00,248721.09999999998
2009-04-13 15:00:00,251203.96999999956
2009-02-04 09:00:00,264983.83999999991
2009-05-09 08:00:00,110707.30999999987
2009-01-02 12:00:00,198033.45000000013
2009-06-03 08:00:00,291476.56000000023
2009-01-02 11:00:00,171790.66
2009-05-22 10:00:00,225825.45999999993
2009-08-17 08:00:00,258486.61000000028
2009-10-25 08:00:00,110270.19000000013
2009-02-21 12:00:00,217469.01000000042
2009-07-25 17:00:00,225463.87000000034
2009-04-29 14:00:00,262982.76999999979
2009-01-05 14:00:00,196505.27999999988
2009-06-17 12:00:00,260466.50999999986
2009-09-04 13:00:00,249438.16000000012
2009-01-21 09:00:00,257134.9299999997
2009-09-28 10:00:00,184831.17000000033
2009-04-19 16:00:00,232526.65000000005
2009-06-24 14:00:00,280888.09999999957
2009-04-07 14:00:00,274752.04999999976
2009-05-17 19:00:00,247440.62
2009-02-22 09:00:00,123290.29000000014
2009-01-11 14:00:00,211296.18000000058
2009-06-23 09:00:00,268071.29999999993
2009-09-11 10:00:00,270825.86999999976
2009-07-07 19:00:00,270138.92000000033
2009-07-01 09:00:00,131503.29999999987
2009-07-20 16:00:00,225777.22999999992
2009-05-17 11:00:00,225530.79000000015
2009-07-19 00:00:00,306051.96000000014
2009-05-15 05:00:00,70231.73
2009-07-26 16:00:00,216863.61000000039
2009-05-15 21:00:00,336043.26999999967
2009-09-26 01:00:00,299052.65000000014
2009-05-17 01:00:00,306796.22
2009-06-04 14:00:00,285902.32999999984
2009-06-18 01:00:00,129476.26000000004
2009-06-09 20:00:00,290052.63999999961
2009-03-18 14:00:00,233297.31000000014
2009-02-24 13:00:00,221880.47000000003
2009-07-11 04:00:00,132063.32999999993
2009-04-03 10:00:00,259344.2600000005
2009-05-15 22:00:00,360590.85000000009
2009-06-27 14:00:00,218209.53000000017
2009-05-20 23:00:00,285114.97000000032
2009-05-06 12:00:00,252906.74000000011
2009-10-19 12:00:00,233805.41000000035
2009-04-06 08:00:00,277766.90000000043
2009-04-02 11:00:00,223829.74000000022
2009-01-13 22:00:00,256194.95
2009-04-12 23:00:00,175516.09000000008
2009-03-29 20:00:00,215852.40999999986
2009-12-07 12:00:00,271524.42999999982
